SIGLA;UF_CIDADE;DESCRICAO;CRECHE_PARCIAL;CRECHE_INTEGRAL;PRE_PARCIAL;PRE_INTEGRAL;FUND1_PARCIAL;FUND1_INTEGRAL;FUND2_PARCIAL;FUND2_INTEGRAL;MEDIO_PARCIAL;MEDIO_INTEGRAL;EJA_FUND;EJA_MEDIO;TOTAL_REGULAR;POR_CENTO;PRE_PARCIAL_AEE;PRE_INTEGRAL_AEE;FUND1_PARCIAL_AEE;FUND1_INTEGRAL_AEE;FUND2_PARCIAL_AEE;FUND2_INTEGRAL_AEE;MEDIO_PARCIAL_AEE;MEDIO_INTEGRAL_AEE;EJA_FUND_AEE;EJA_MEDIO_AEE;TOTAL_AEE;POR_CENTO_AEE
MG;SAO JOSE DO JACURI;;;;;;;;;;;;;;;;;;;;;;;;;;;
MG;SAO JOSE DO JACURI;Estadual Urbana;0;0;0;0;0;0;2150;0;1150;930;230;280;;;0;0;0;0;0;0;160;0;30;90;10;10
MG;SAO JOSE DO JACURI;Estadual Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
MG;SAO JOSE DO JACURI;Municipal Urbana;0;0;0;0;1590;490;0;0;0;0;0;0;;;0;0;0;0;50;30;0;0;0;0;0;0
MG;SAO JOSE DO JACURI;Municipal Rural;630;0;1300;0;1500;0;830;0;0;0;0;0;;;10;0;40;0;40;0;40;0;0;0;0;0
MG;SAO JOSE DO JACURI;Estadual e Municipal;630;0;1300;0;3090;490;2980;0;1150;930;230;280;;;10;0;40;0;90;30;200;0;30;90;10;10
MG;SAO JOSE DO MANTIMENTO;;;;;;;;;;;;;;;;;;;;;;;;;;;
MG;SAO JOSE DO MANTIMENTO;Estadual Urbana;0;0;0;0;0;0;1810;0;880;0;0;140;;;0;0;0;0;0;0;50;0;20;0;0;10
MG;SAO JOSE DO MANTIMENTO;Estadual Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
MG;SAO JOSE DO MANTIMENTO;Municipal Urbana;0;360;740;0;1360;0;0;0;0;0;230;0;;;0;0;50;0;40;0;0;0;0;0;10;0
MG;SAO JOSE DO MANTIMENTO;Municipal Rural;0;0;310;0;620;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
MG;SAO JOSE DO MANTIMENTO;Estadual e Municipal;0;360;1050;0;1980;0;1810;0;880;0;230;140;;;0;0;50;0;40;0;50;0;20;0;10;10
MG;SAO LOURENCO;;;;;;;;;;;;;;;;;;;;;;;;;;;
MG;SAO LOURENCO;Estadual Urbana;0;0;0;0;0;0;7730;330;8380;1570;180;140;;;0;0;0;0;0;0;350;0;320;50;0;0
MG;SAO LOURENCO;Estadual Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
MG;SAO LOURENCO;Municipal Urbana;0;6150;4190;1500;1762;1280;6370;0;0;0;110;0;;;0;120;530;60;1420;50;320;0;0;0;0;0
MG;SAO LOURENCO;Municipal Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
MG;SAO LOURENCO;Estadual e Municipal;0;6150;4190;1500;1762;1280;141;330;8380;1570;290;140;;;0;120;530;60;1420;50;670;0;320;50;0;0
MG;SAO MIGUEL DO ANTA;;;;;;;;;;;;;;;;;;;;;;;;;;;
MG;SAO MIGUEL DO ANTA;Estadual Urbana;0;0;0;0;0;0;2300;0;550;1230;120;210;;;0;0;0;0;0;0;240;0;30;60;0;0
MG;SAO MIGUEL DO ANTA;Estadual Rural;0;0;0;0;0;0;640;0;500;0;0;0;;;0;0;0;0;0;0;0;0;10;0;0;0
MG;SAO MIGUEL DO ANTA;Municipal Urbana;0;790;190;780;2190;360;0;0;0;0;0;0;;;0;30;10;50;250;0;0;0;0;0;0;0
MG;SAO MIGUEL DO ANTA;Municipal Rural;0;0;190;0;550;0;0;0;0;0;0;0;;;0;0;20;0;20;0;0;0;0;0;0;0
MG;SAO MIGUEL DO ANTA;Estadual e Municipal;0;790;380;780;2740;360;2940;0;1050;1230;120;210;;;0;30;30;50;270;0;240;0;40;60;0;0
MG;SAO PEDRO DA UNIAO;;;;;;;;;;;;;;;;;;;;;;;;;;;
MG;SAO PEDRO DA UNIAO;Estadual Urbana;0;0;0;0;0;0;1720;660;910;420;0;0;;;0;0;0;0;0;0;130;10;20;10;0;0
MG;SAO PEDRO DA UNIAO;Estadual Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
MG;SAO PEDRO DA UNIAO;Municipal Urbana;0;950;1060;0;2170;360;0;0;0;0;0;0;;;0;0;20;0;90;10;0;0;0;0;0;0
MG;SAO PEDRO DA UNIAO;Municipal Rural;0;0;220;0;460;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
MG;SAO PEDRO DA UNIAO;Estadual e Municipal;0;950;1280;0;2630;360;1720;660;910;420;0;0;;;0;0;20;0;90;10;130;10;20;10;0;0
MG;SAO PEDRO DO SUACUI;;;;;;;;;;;;;;;;;;;;;;;;;;;
MG;SAO PEDRO DO SUACUI;Estadual Urbana;0;0;0;0;0;0;1180;800;1310;0;0;70;;;0;0;0;0;0;0;80;60;60;0;0;0
MG;SAO PEDRO DO SUACUI;Estadual Rural;0;0;0;0;520;0;460;0;0;280;0;0;;;0;0;0;0;0;0;90;0;0;40;0;0
MG;SAO PEDRO DO SUACUI;Municipal Urbana;610;0;1060;0;1520;360;0;0;0;0;0;0;;;0;0;50;0;50;100;0;0;0;0;0;0
MG;SAO PEDRO DO SUACUI;Municipal Rural;0;0;0;0;430;0;0;0;0;0;0;0;;;0;0;0;0;10;0;0;0;0;0;0;0
MG;SAO PEDRO DO SUACUI;Estadual e Municipal;610;0;1060;0;2470;360;1640;800;1310;280;0;70;;;0;0;50;0;60;100;170;60;60;40;0;0
MG;SAO PEDRO DOS FERROS;;;;;;;;;;;;;;;;;;;;;;;;;;;
MG;SAO PEDRO DOS FERROS;Estadual Urbana;0;0;0;0;250;0;1780;500;1470;430;160;400;;;0;0;0;0;80;0;140;40;80;40;0;0
MG;SAO PEDRO DOS FERROS;Estadual Rural;0;0;0;0;370;0;150;0;480;0;0;70;;;0;0;0;0;70;0;40;0;40;0;0;0
MG;SAO PEDRO DOS FERROS;Municipal Urbana;0;1100;690;500;2540;320;0;0;0;0;0;0;;;0;30;20;30;100;20;0;0;0;0;0;0
MG;SAO PEDRO DOS FERROS;Municipal Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
MG;SAO PEDRO DOS FERROS;Estadual e Municipal;0;1100;690;500;3160;320;1930;500;1950;430;160;470;;;0;30;20;30;250;20;180;40;120;40;0;0
MG;SAO ROMAO;;;;;;;;;;;;;;;;;;;;;;;;;;;
MG;SAO ROMAO;Estadual Urbana;0;0;0;0;0;0;3980;0;3180;0;0;0;;;0;0;0;0;0;0;390;0;180;0;0;0
MG;SAO ROMAO;Estadual Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
MG;SAO ROMAO;Municipal Urbana;630;0;1770;0;4360;330;0;0;0;0;0;0;;;30;0;120;0;280;0;0;0;0;0;0;0
MG;SAO ROMAO;Municipal Rural;0;0;0;0;410;0;0;0;0;0;0;0;;;0;0;0;0;20;0;0;0;0;0;0;0
MG;SAO ROMAO;Estadual e Municipal;630;0;1770;0;4770;330;3980;0;3180;0;0;0;;;30;0;120;0;300;0;390;0;180;0;0;0
MG;SAO ROQUE DE MINAS;;;;;;;;;;;;;;;;;;;;;;;;;;;
MG;SAO ROQUE DE MINAS;Estadual Urbana;0;0;0;0;790;0;2100;0;2280;0;0;0;;;0;0;0;0;20;0;90;0;140;0;0;0
MG;SAO ROQUE DE MINAS;Estadual Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
MG;SAO ROQUE DE MINAS;Municipal Urbana;170;920;580;590;2660;0;0;0;0;0;0;0;;;0;20;40;50;180;0;0;0;0;0;0;0
MG;SAO ROQUE DE MINAS;Municipal Rural;0;0;400;0;1030;0;0;0;0;0;0;0;;;0;0;10;0;0;0;0;0;0;0;0;0
MG;SAO ROQUE DE MINAS;Estadual e Municipal;170;920;980;590;4480;0;2100;0;2280;0;0;0;;;0;20;50;50;200;0;90;0;140;0;0;0
MG;SAO SEBASTIAO DA BELA VISTA;;;;;;;;;;;;;;;;;;;;;;;;;;;
MG;SAO SEBASTIAO DA BELA VISTA;Estadual Urbana;0;0;0;0;0;0;3500;0;2310;0;0;0;;;0;0;0;0;0;0;260;0;110;0;0;0
MG;SAO SEBASTIAO DA BELA VISTA;Estadual Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
MG;SAO SEBASTIAO DA BELA VISTA;Municipal Urbana;730;810;1550;0;2620;620;0;0;0;0;0;0;;;10;0;80;0;220;20;0;0;0;0;0;0
MG;SAO SEBASTIAO DA BELA VISTA;Municipal Rural;0;0;620;0;1270;0;0;0;0;0;0;0;;;0;0;20;0;30;0;0;0;0;0;0;0
MG;SAO SEBASTIAO DA BELA VISTA;Estadual e Municipal;730;810;2170;0;3890;620;3500;0;2310;0;0;0;;;10;0;100;0;250;20;260;0;110;0;0;0
MG;SAO SEBASTIAO DA VARGEM ALEGRE;;;;;;;;;;;;;;;;;;;;;;;;;;;
MG;SAO SEBASTIAO DA VARGEM ALEGRE;Estadual Urbana;0;0;0;0;0;0;0;0;1280;0;0;110;;;0;0;0;0;0;0;0;0;70;0;0;0
MG;SAO SEBASTIAO DA VARGEM ALEGRE;Estadual Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
MG;SAO SEBASTIAO DA VARGEM ALEGRE;Municipal Urbana;280;250;530;0;1060;210;2000;0;0;0;0;0;;;10;0;50;0;150;0;180;0;0;0;0;0
MG;SAO SEBASTIAO DA VARGEM ALEGRE;Municipal Rural;0;0;120;0;320;0;0;0;0;0;0;0;;;0;0;0;0;20;0;0;0;0;0;0;0
MG;SAO SEBASTIAO DA VARGEM ALEGRE;Estadual e Municipal;280;250;650;0;1380;210;2000;0;1280;0;0;110;;;10;0;50;0;170;0;180;0;70;0;0;0
MG;SAO SEBASTIAO DO ANTA;;;;;;;;;;;;;;;;;;;;;;;;;;;
MG;SAO SEBASTIAO DO ANTA;Estadual Urbana;0;0;0;0;0;0;1040;0;2040;0;0;0;;;0;0;0;0;0;0;0;0;100;0;0;0
MG;SAO SEBASTIAO DO ANTA;Estadual Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
MG;SAO SEBASTIAO DO ANTA;Municipal Urbana;0;1350;1650;0;3780;410;2530;140;0;0;40;0;;;0;40;130;0;170;0;180;10;0;0;0;0
MG;SAO SEBASTIAO DO ANTA;Municipal Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
MG;SAO SEBASTIAO DO ANTA;Estadual e Municipal;0;1350;1650;0;3780;410;3570;140;2040;0;40;0;;;0;40;130;0;170;0;180;10;100;0;0;0
MG;SAO SEBASTIAO DO MARANHAO;;;;;;;;;;;;;;;;;;;;;;;;;;;
MG;SAO SEBASTIAO DO MARANHAO;Estadual Urbana;0;0;0;0;2240;0;2490;240;2300;0;100;190;;;0;0;0;0;140;0;110;20;130;0;10;0
MG;SAO SEBASTIAO DO MARANHAO;Estadual Rural;0;0;0;0;560;70;590;540;530;570;0;100;;;0;0;0;0;20;0;20;30;30;50;0;10
MG;SAO SEBASTIAO DO MARANHAO;Municipal Urbana;600;310;1250;0;100;0;0;0;0;0;0;0;;;20;0;50;0;0;0;0;0;0;0;0;0
MG;SAO SEBASTIAO DO MARANHAO;Municipal Rural;0;0;520;0;1590;0;0;0;0;0;0;0;;;0;0;10;0;40;0;0;0;0;0;0;0
MG;SAO SEBASTIAO DO MARANHAO;Estadual e Municipal;600;310;1770;0;4490;70;3080;780;2830;570;100;290;;;20;0;60;0;200;0;130;50;160;50;10;10
MG;SAO SEBASTIAO DO OESTE;;;;;;;;;;;;;;;;;;;;;;;;;;;
MG;SAO SEBASTIAO DO OESTE;Estadual Urbana;0;0;0;0;0;0;0;0;3290;0;0;210;;;0;0;0;0;0;0;0;0;120;0;0;10
MG;SAO SEBASTIAO DO OESTE;Estadual Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
MG;SAO SEBASTIAO DO OESTE;Municipal Urbana;190;2210;2830;0;6770;0;4970;0;0;0;110;0;;;0;30;360;0;350;0;210;0;0;0;0;0
MG;SAO SEBASTIAO DO OESTE;Municipal Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
MG;SAO SEBASTIAO DO OESTE;Estadual e Municipal;190;2210;2830;0;6770;0;4970;0;3290;0;110;210;;;0;30;360;0;350;0;210;0;120;0;0;10
MG;SAO SEBASTIAO DO PARAISO;;;;;;;;;;;;;;;;;;;;;;;;;;;
MG;SAO SEBASTIAO DO PARAISO;Estadual Urbana;0;0;0;0;0;0;2157;1790;1812;2000;470;460;;;0;0;0;0;0;0;780;140;720;430;0;10
MG;SAO SEBASTIAO DO PARAISO;Estadual Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
MG;SAO SEBASTIAO DO PARAISO;Municipal Urbana;3540;9310;116;370;33;0;3080;0;0;0;410;0;;;140;60;600;20;1510;0;170;0;0;0;30;0
MG;SAO SEBASTIAO DO PARAISO;Municipal Rural;0;0;700;0;2350;0;1680;0;0;0;0;0;;;0;0;20;0;70;0;50;0;0;0;0;0
MG;SAO SEBASTIAO DO PARAISO;Estadual e Municipal;3540;9310;123;370;3535;0;2633;1790;1812;2000;880;460;;;140;60;620;20;1580;0;1000;140;720;430;30;10
MG;SAO SEBASTIAO DO RIO PRETO;;;;;;;;;;;;;;;;;;;;;;;;;;;
MG;SAO SEBASTIAO DO RIO PRETO;Estadual Urbana;0;0;0;0;0;0;140;460;0;530;0;0;;;0;0;0;0;0;0;40;40;0;10;0;0
MG;SAO SEBASTIAO DO RIO PRETO;Estadual Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
MG;SAO SEBASTIAO DO RIO PRETO;Municipal Urbana;280;0;210;0;490;160;0;0;0;0;0;0;;;20;0;10;0;30;0;0;0;0;0;0;0
MG;SAO SEBASTIAO DO RIO PRETO;Municipal Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
MG;SAO SEBASTIAO DO RIO PRETO;Estadual e Municipal;280;0;210;0;490;160;140;460;0;530;0;0;;;20;0;10;0;30;0;40;40;0;10;0;0
MG;SAO SEBASTIAO DO RIO VERDE;;;;;;;;;;;;;;;;;;;;;;;;;;;
MG;SAO SEBASTIAO DO RIO VERDE;Estadual Urbana;0;0;0;0;0;0;0;0;0;700;0;0;;;0;0;0;0;0;0;0;0;0;10;0;0
MG;SAO SEBASTIAO DO RIO VERDE;Estadual Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
MG;SAO SEBASTIAO DO RIO VERDE;Municipal Urbana;210;0;520;0;1180;220;1620;0;0;0;0;0;;;40;0;40;0;70;0;40;0;0;0;0;0
MG;SAO SEBASTIAO DO RIO VERDE;Municipal Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
MG;SAO SEBASTIAO DO RIO VERDE;Estadual e Municipal;210;0;520;0;1180;220;1620;0;0;700;0;0;;;40;0;40;0;70;0;40;0;0;10;0;0
MG;SAO THOME DAS LETRAS;;;;;;;;;;;;;;;;;;;;;;;;;;;
MG;SAO THOME DAS LETRAS;Estadual Urbana;0;0;0;0;610;0;3040;0;2010;0;0;0;;;0;0;0;0;40;0;140;0;100;0;0;0
MG;SAO THOME DAS LETRAS;Estadual Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
MG;SAO THOME DAS LETRAS;Municipal Urbana;0;1120;1120;0;3130;0;0;0;0;0;0;0;;;0;10;130;0;190;0;0;0;0;0;0;0
MG;SAO THOME DAS LETRAS;Municipal Rural;0;230;200;190;210;0;0;0;0;0;0;0;;;0;0;0;0;20;0;0;0;0;0;0;0
MG;SAO THOME DAS LETRAS;Estadual e Municipal;0;1350;1320;190;3950;0;3040;0;2010;0;0;0;;;0;10;130;0;250;0;140;0;100;0;0;0
MG;SAO TIAGO;;;;;;;;;;;;;;;;;;;;;;;;;;;
MG;SAO TIAGO;Estadual Urbana;0;0;0;0;1330;350;4500;0;2940;0;0;140;;;0;0;0;0;110;60;320;0;220;0;0;10
MG;SAO TIAGO;Estadual Rural;0;0;0;0;390;0;770;0;610;0;0;70;;;0;0;0;0;30;0;40;0;10;0;0;10
MG;SAO TIAGO;Municipal Urbana;1990;30;2480;140;2930;380;0;0;0;0;0;0;;;20;0;170;0;150;10;0;0;0;0;0;0
MG;SAO TIAGO;Municipal Rural;0;0;140;0;510;0;0;0;0;0;0;0;;;0;0;0;0;20;0;0;0;0;0;0;0
MG;SAO TIAGO;Estadual e Municipal;1990;30;2620;140;5160;730;5270;0;3550;0;0;210;;;20;0;170;0;310;70;360;0;230;0;0;20
MG;SAO TOMAS DE AQUINO;;;;;;;;;;;;;;;;;;;;;;;;;;;
MG;SAO TOMAS DE AQUINO;Estadual Urbana;0;0;0;0;0;0;3300;0;2180;0;0;50;;;0;0;0;0;0;0;120;0;70;0;0;0
MG;SAO TOMAS DE AQUINO;Estadual Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
MG;SAO TOMAS DE AQUINO;Municipal Urbana;1260;0;1050;630;3550;300;0;0;0;0;0;0;;;140;0;80;40;160;0;0;0;0;0;0;0
MG;SAO TOMAS DE AQUINO;Municipal Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
MG;SAO TOMAS DE AQUINO;Estadual e Municipal;1260;0;1050;630;3550;300;3300;0;2180;0;0;50;;;140;0;80;40;160;0;120;0;70;0;0;0
MG;SAO VICENTE DE MINAS;;;;;;;;;;;;;;;;;;;;;;;;;;;
MG;SAO VICENTE DE MINAS;Estadual Urbana;0;0;0;0;0;0;2810;0;390;1380;0;20;;;0;0;0;0;0;0;360;0;30;210;0;0
MG;SAO VICENTE DE MINAS;Estadual Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
MG;SAO VICENTE DE MINAS;Municipal Urbana;0;1040;1420;0;3630;0;0;0;0;0;0;0;;;0;10;80;0;270;0;0;0;0;0;0;0
MG;SAO VICENTE DE MINAS;Municipal Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
MG;SAO VICENTE DE MINAS;Estadual e Municipal;0;1040;1420;0;3630;0;2810;0;390;1380;0;20;;;0;10;80;0;270;0;360;0;30;210;0;0
MG;SAPUCAI-MIRIM;;;;;;;;;;;;;;;;;;;;;;;;;;;
MG;SAPUCAI-MIRIM;Estadual Urbana;0;0;0;0;0;0;2640;0;2560;0;0;0;;;0;0;0;0;0;0;380;0;110;0;0;0
MG;SAPUCAI-MIRIM;Estadual Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
MG;SAPUCAI-MIRIM;Municipal Urbana;550;0;880;350;2080;750;0;0;0;0;0;0;;;40;0;70;20;220;20;0;0;0;0;0;0
MG;SAPUCAI-MIRIM;Municipal Rural;0;0;190;260;660;370;340;0;0;0;0;0;;;0;0;0;0;30;10;0;0;0;0;0;0
MG;SAPUCAI-MIRIM;Estadual e Municipal;550;0;1070;610;2740;1120;2980;0;2560;0;0;0;;;40;0;70;20;250;30;380;0;110;0;0;0
MG;SARDOA;;;;;;;;;;;;;;;;;;;;;;;;;;;
MG;SARDOA;Estadual Urbana;0;0;0;0;0;0;1720;140;2080;0;0;0;;;0;0;0;0;0;0;240;20;330;0;0;0
MG;SARDOA;Estadual Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
MG;SARDOA;Municipal Urbana;0;600;0;940;0;1590;0;0;0;0;0;0;;;0;30;0;210;0;430;0;0;0;0;0;0
MG;SARDOA;Municipal Rural;0;0;0;410;0;850;0;530;0;0;0;0;;;0;0;0;40;0;510;0;270;0;0;0;0
MG;SARDOA;Estadual e Municipal;0;600;0;1350;0;2440;1720;670;2080;0;0;0;;;0;30;0;250;0;940;240;290;330;0;0;0
MG;SARZEDO;;;;;;;;;;;;;;;;;;;;;;;;;;;
MG;SARZEDO;Estadual Urbana;0;0;0;0;0;0;20;0;1424;0;190;340;;;0;0;0;0;0;0;820;0;410;0;30;40
MG;SARZEDO;Estadual Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
MG;SARZEDO;Municipal Urbana;1660;3620;9520;0;2388;2030;0;0;0;0;220;0;;;170;40;1010;0;1720;80;0;0;0;0;10;0
MG;SARZEDO;Municipal Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
MG;SARZEDO;Estadual e Municipal;1660;3620;9520;0;2388;2030;20;0;1424;0;410;340;;;170;40;1010;0;1720;80;820;0;410;0;40;40
MG;SEM-PEIXE;;;;;;;;;;;;;;;;;;;;;;;;;;;
MG;SEM-PEIXE;Estadual Urbana;0;0;0;0;0;0;1000;0;730;0;0;0;;;0;0;0;0;0;0;20;0;40;0;0;0
MG;SEM-PEIXE;Estadual Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
MG;SEM-PEIXE;Municipal Urbana;650;0;580;0;530;230;0;0;0;0;0;0;;;0;0;10;0;20;10;0;0;0;0;0;0
MG;SEM-PEIXE;Municipal Rural;0;0;10;0;120;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
MG;SEM-PEIXE;Estadual e Municipal;650;0;590;0;650;230;1000;0;730;0;0;0;;;0;0;10;0;20;10;20;0;40;0;0;0
MG;SENADOR AMARAL;;;;;;;;;;;;;;;;;;;;;;;;;;;
MG;SENADOR AMARAL;Estadual Urbana;0;0;0;0;3770;0;3260;0;2550;0;0;0;;;0;0;0;0;230;0;160;0;90;0;0;0
MG;SENADOR AMARAL;Estadual Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
MG;SENADOR AMARAL;Municipal Urbana;390;1120;2740;0;2140;0;1640;0;0;0;0;0;;;50;40;130;0;110;0;10;0;0;0;0;0
MG;SENADOR AMARAL;Municipal Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
MG;SENADOR AMARAL;Estadual e Municipal;390;1120;2740;0;5910;0;4900;0;2550;0;0;0;;;50;40;130;0;340;0;170;0;90;0;0;0
MG;SENADOR CORTES;;;;;;;;;;;;;;;;;;;;;;;;;;;
MG;SENADOR CORTES;Estadual Urbana;0;0;0;0;0;0;0;0;730;0;0;0;;;0;0;0;0;0;0;0;0;80;0;0;0
MG;SENADOR CORTES;Estadual Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
MG;SENADOR CORTES;Municipal Urbana;50;660;190;300;220;980;1140;0;0;0;0;0;;;0;0;30;20;30;20;160;0;0;0;0;0
MG;SENADOR CORTES;Municipal Rural;0;0;0;0;0;310;0;0;0;0;0;0;;;0;0;0;0;0;10;0;0;0;0;0;0
MG;SENADOR CORTES;Estadual e Municipal;50;660;190;300;220;1290;1140;0;730;0;0;0;;;0;0;30;20;30;30;160;0;80;0;0;0
MG;SENADOR FIRMINO;;;;;;;;;;;;;;;;;;;;;;;;;;;
MG;SENADOR FIRMINO;Estadual Urbana;0;0;0;0;0;0;3850;0;2500;0;0;0;;;0;0;0;0;0;0;190;0;70;0;0;0
MG;SENADOR FIRMINO;Estadual Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
MG;SENADOR FIRMINO;Municipal Urbana;1090;0;1600;0;3450;800;0;0;0;0;0;0;;;30;0;90;0;310;50;0;0;0;0;0;0
MG;SENADOR FIRMINO;Municipal Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
MG;SENADOR FIRMINO;Estadual e Municipal;1090;0;1600;0;3450;800;3850;0;2500;0;0;0;;;30;0;90;0;310;50;190;0;70;0;0;0
MG;SENADOR JOSE BENTO;;;;;;;;;;;;;;;;;;;;;;;;;;;
MG;SENADOR JOSE BENTO;Estadual Urbana;0;0;0;0;0;0;0;0;410;0;0;0;;;0;0;0;0;0;0;0;0;10;0;0;0
MG;SENADOR JOSE BENTO;Estadual Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
MG;SENADOR JOSE BENTO;Municipal Urbana;0;230;250;0;550;0;500;0;0;0;0;0;;;0;0;0;0;30;0;10;0;0;0;0;0
MG;SENADOR JOSE BENTO;Municipal Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
MG;SENADOR JOSE BENTO;Estadual e Municipal;0;230;250;0;550;0;500;0;410;0;0;0;;;0;0;0;0;30;0;10;0;10;0;0;0
MG;SENADOR MODESTINO GONCALVES;;;;;;;;;;;;;;;;;;;;;;;;;;;
MG;SENADOR MODESTINO GONCALVES;Estadual Urbana;0;0;0;0;0;0;1920;0;1220;0;0;0;;;0;0;0;0;0;0;100;0;60;0;0;0
MG;SENADOR MODESTINO GONCALVES;Estadual Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
MG;SENADOR MODESTINO GONCALVES;Municipal Urbana;0;640;700;0;1800;210;0;0;0;0;0;0;;;0;0;40;0;70;0;0;0;0;0;0;0
MG;SENADOR MODESTINO GONCALVES;Municipal Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
MG;SENADOR MODESTINO GONCALVES;Estadual e Municipal;0;640;700;0;1800;210;1920;0;1220;0;0;0;;;0;0;40;0;70;0;100;0;60;0;0;0
MG;SENHORA DE OLIVEIRA;;;;;;;;;;;;;;;;;;;;;;;;;;;
MG;SENHORA DE OLIVEIRA;Estadual Urbana;0;0;0;0;0;0;2480;0;1370;540;0;0;;;0;0;0;0;0;0;120;0;50;0;0;0
MG;SENHORA DE OLIVEIRA;Estadual Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
MG;SENHORA DE OLIVEIRA;Municipal Urbana;780;0;780;0;2150;360;0;0;0;0;0;0;;;30;0;60;0;100;0;0;0;0;0;0;0
MG;SENHORA DE OLIVEIRA;Municipal Rural;0;0;110;0;170;0;0;0;0;0;0;0;;;0;0;10;0;20;0;0;0;0;0;0;0
MG;SENHORA DE OLIVEIRA;Estadual e Municipal;780;0;890;0;2320;360;2480;0;1370;540;0;0;;;30;0;70;0;120;0;120;0;50;0;0;0
MG;SENHORA DO PORTO;;;;;;;;;;;;;;;;;;;;;;;;;;;
